dataset,p_q,algorithm,mean_purity,num_clusters,k,ci
synthetic_10cluster_50nodes,100_2,kmeans,0.7700000000000001,10,10,(0.7021352851177703, 0.8378647148822299)
synthetic_10cluster_50nodes,100_2,kmeans,0.76,10,11,(0.6760322797744669, 0.8439677202255331)
synthetic_10cluster_50nodes,100_2,kmeans,0.76,10,12,(0.7230591282220162, 0.7969408717779838)
synthetic_10cluster_50nodes,100_2,kmeans,0.7699999999999999,10,13,(0.7021352851177701, 0.8378647148822297)
synthetic_10cluster_50nodes,100_2,kmeans,0.8300000000000001,10,14,(0.7954449785595097, 0.8645550214404905)
synthetic_10cluster_50nodes,100_2,kmeans,0.77,10,15,(0.7021352851177702, 0.8378647148822298)
synthetic_10cluster_50nodes,100_2,kmeans,0.85,10,16,(0.7892063529560746, 0.9107936470439254)
synthetic_10cluster_50nodes,100_2,kmeans,0.78,10,17,(0.7142632368880355, 0.8457367631119646)
synthetic_10cluster_50nodes,100_2,kmeans,0.8100000000000002,10,18,(0.7388628400298495, 0.8811371599701509)
synthetic_10cluster_50nodes,100_2,kmeans,0.77,10,19,(0.7217170888079028, 0.8182829111920973)
synthetic_10cluster_50nodes,100_2,kmeans,0.8400000000000002,10,20,(0.7899818231624882, 0.8900181768375122)
synthetic_10cluster_50nodes,100_2,kmeans,0.8400000000000001,10,50,(0.7434341776158057, 0.9365658223841945)
synthetic_10cluster_50nodes,100_2,kmeans,0.79,10,100,(0.7372163328693768, 0.8427836671306232)
synthetic_10cluster_50nodes,100_3,kmeans,0.3378,10,0.1,(0.2546640229666639, 0.4209359770333361)
synthetic_10cluster_50nodes,100_3,kmeans,0.4004,10,0.5,(0.2800010902259526, 0.5207989097740473)
synthetic_10cluster_50nodes,100_3,kmeans,0.541,10,1,(0.4164918159851704, 0.6655081840148297)
synthetic_10cluster_50nodes,100_3,kmeans,0.6926,10,2,(0.6309849218026137, 0.7542150781973863)
synthetic_10cluster_50nodes,100_3,kmeans,0.7404,10,3,(0.6903327384913412, 0.7904672615086586)
synthetic_10cluster_50nodes,100_3,kmeans,0.8100000000000002,10,4,(0.7572163328693771, 0.8627836671306233)
synthetic_10cluster_50nodes,100_3,kmeans,0.8,10,5,(0.7523095396031619, 0.8476904603968382)
synthetic_10cluster_50nodes,100_3,kmeans,0.7900000000000001,10,10,(0.737216332869377, 0.8427836671306232)
synthetic_10cluster_50nodes,100_3,kmeans,0.7899999999999999,10,11,(0.7188628400298492, 0.8611371599701506)
synthetic_10cluster_50nodes,100_3,kmeans,0.8,10,12,(0.724594761241967, 0.8754052387580331)
synthetic_10cluster_50nodes,100_3,kmeans,0.8,10,13,(0.724594761241967, 0.8754052387580331)
synthetic_10cluster_50nodes,100_3,kmeans,0.77,10,14,(0.7021352851177702, 0.8378647148822298)
synthetic_10cluster_50nodes,100_3,kmeans,0.8099999999999999,10,15,(0.7388628400298491, 0.8811371599701507)
synthetic_10cluster_50nodes,100_3,kmeans,0.8099999999999999,10,16,(0.7388628400298493, 0.8811371599701506)
synthetic_10cluster_50nodes,100_3,kmeans,0.79,10,17,(0.7372163328693768, 0.8427836671306232)
synthetic_10cluster_50nodes,100_3,kmeans,0.7699999999999999,10,18,(0.7217170888079026, 0.8182829111920972)
synthetic_10cluster_50nodes,100_3,kmeans,0.82,10,19,(0.7461182564440325, 0.8938817435559674)
synthetic_10cluster_50nodes,100_3,kmeans,0.7700000000000001,10,20,(0.7217170888079029, 0.8182829111920974)
synthetic_10cluster_50nodes,100_3,kmeans,0.79,10,50,(0.7493930361966666, 0.8306069638033334)
synthetic_10cluster_50nodes,100_3,kmeans,0.8298,10,100,(0.7710402046146665, 0.8885597953853335)
synthetic_10cluster_50nodes,100_5,kmeans,0.281,10,0.1,(0.1863557610751829, 0.37564423892481713)
synthetic_10cluster_50nodes,100_5,kmeans,0.3076,10,0.5,(0.20625625679459308, 0.4089437432054069)
synthetic_10cluster_50nodes,100_5,kmeans,0.42119999999999996,10,1,(0.2753682177182506, 0.5670317822817493)
synthetic_10cluster_50nodes,100_5,kmeans,0.6306,10,2,(0.4850182005480783, 0.7761817994519218)
synthetic_10cluster_50nodes,100_5,kmeans,0.6923999999999999,10,3,(0.6216964195173185, 0.7631035804826813)
synthetic_10cluster_50nodes,100_5,kmeans,0.7302,10,4,(0.662551960264319, 0.797848039735681)
synthetic_10cluster_50nodes,100_5,kmeans,0.82,10,5,(0.7635718862799106, 0.8764281137200893)
synthetic_10cluster_50nodes,100_5,kmeans,0.8,10,10,(0.7415913532146688, 0.8584086467853312)
synthetic_10cluster_50nodes,100_5,kmeans,0.8,10,11,(0.724594761241967, 0.8754052387580331)
synthetic_10cluster_50nodes,100_5,kmeans,0.76,10,12,(0.6831014432291332, 0.8368985567708668)
synthetic_10cluster_50nodes,100_5,kmeans,0.78,10,13,(0.7142632368880355, 0.8457367631119646)
synthetic_10cluster_50nodes,100_5,kmeans,0.7999999999999999,10,14,(0.7245947612419669, 0.875405238758033)
synthetic_10cluster_50nodes,100_5,kmeans,0.8,10,15,(0.7325555041109746, 0.8674444958890255)
synthetic_10cluster_50nodes,100_5,kmeans,0.78,10,16,(0.7235718862799105, 0.8364281137200895)
synthetic_10cluster_50nodes,100_5,kmeans,0.79,10,17,(0.7112746194988554, 0.8687253805011447)
synthetic_10cluster_50nodes,100_5,kmeans,0.78,10,18,(0.7235718862799105, 0.8364281137200895)
synthetic_10cluster_50nodes,100_5,kmeans,0.8300000000000001,10,19,(0.7817170888079028, 0.8782829111920973)
synthetic_10cluster_50nodes,100_5,kmeans,0.76,10,20,(0.6996758089935735, 0.8203241910064265)
synthetic_10cluster_50nodes,100_5,kmeans,0.82,10,50,(0.7747568567451801, 0.8652431432548198)
synthetic_10cluster_50nodes,100_5,kmeans,0.8704000000000001,10,100,(0.818084630056951, 0.9227153699430491)
synthetic_10cluster_50nodes,100_point1,kmeans,0.7298,10,0.1,(0.6240982068771472, 0.8355017931228528)
synthetic_10cluster_50nodes,100_point1,kmeans,0.7314,10,0.5,(0.642757172809995, 0.8200428271900051)
synthetic_10cluster_50nodes,100_point1,kmeans,0.7001999999999999,10,1,(0.6112334493252533, 0.7891665506747466)
synthetic_10cluster_50nodes,100_point1,kmeans,0.78,10,2,(0.6858188869774661, 0.874181113022534)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8,10,3,(0.724594761241967, 0.8754052387580331)
synthetic_10cluster_50nodes,100_point1,kmeans,0.79,10,4,(0.7112746194988554, 0.8687253805011447)
synthetic_10cluster_50nodes,100_point1,kmeans,0.75,10,5,(0.6892063529560746, 0.8107936470439254)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8099999999999999,10,10,(0.7572163328693768, 0.862783667130623)
synthetic_10cluster_50nodes,100_point1,kmeans,0.82,10,11,(0.7542632368880354, 0.8857367631119645)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8,10,12,(0.7523095396031619, 0.8476904603968382)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8099999999999999,10,13,(0.7063349356785287, 0.9136650643214712)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8300000000000001,10,14,(0.7621352851177703, 0.8978647148822299)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8700000000000001,10,15,(0.7804612399832347, 0.9595387600167655)
synthetic_10cluster_50nodes,100_point1,kmeans,0.79,10,16,(0.6979561759382391, 0.882043824061761)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8099999999999999,10,17,(0.7693930361966665, 0.8506069638033333)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8400000000000001,10,18,(0.7796758089935736, 0.9003241910064266)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8200000000000001,10,19,(0.7542632368880355, 0.8857367631119646)
synthetic_10cluster_50nodes,100_point1,kmeans,0.82,10,20,(0.7542632368880354, 0.8857367631119645)
synthetic_10cluster_50nodes,100_point1,kmeans,0.8492000000000001,10,50,(0.8114901424128641, 0.886909857587136)
synthetic_10cluster_50nodes,100_point1,kmeans,0.837,10,100,(0.7612749671018275, 0.9127250328981724)
synthetic_10cluster_50nodes,100_point5,kmeans,0.6208,10,0.1,(0.5538489798094928, 0.6877510201905073)
synthetic_10cluster_50nodes,100_point5,kmeans,0.7114,10,0.5,(0.6494205632041989, 0.7733794367958011)
synthetic_10cluster_50nodes,100_point5,kmeans,0.6615999999999999,10,1,(0.5855556205528415, 0.7376443794471582)
synthetic_10cluster_50nodes,100_point5,kmeans,0.77,10,2,(0.7111066258428409, 0.8288933741571591)
synthetic_10cluster_50nodes,100_point5,kmeans,0.7100000000000001,10,3,(0.6179561759382391, 0.802043824061761)
synthetic_10cluster_50nodes,100_point5,kmeans,0.74,10,4,(0.6899818231624879, 0.7900181768375121)
synthetic_10cluster_50nodes,100_point5,kmeans,0.76,10,5,(0.6760322797744669, 0.8439677202255331)
synthetic_10cluster_50nodes,100_point5,kmeans,0.85,10,10,(0.7892063529560746, 0.9107936470439254)
synthetic_10cluster_50nodes,100_point5,kmeans,0.8200000000000001,10,11,(0.7747568567451802, 0.8652431432548199)
synthetic_10cluster_50nodes,100_point5,kmeans,0.77,10,12,(0.7021352851177702, 0.8378647148822298)
synthetic_10cluster_50nodes,100_point5,kmeans,0.76,10,13,(0.6996758089935735, 0.8203241910064265)
synthetic_10cluster_50nodes,100_point5,kmeans,0.7499999999999999,10,14,(0.6892063529560745, 0.8107936470439253)
synthetic_10cluster_50nodes,100_point5,kmeans,0.78,10,15,(0.7142632368880355, 0.8457367631119646)
synthetic_10cluster_50nodes,100_point5,kmeans,0.78,10,16,(0.7235718862799106, 0.8364281137200894)
synthetic_10cluster_50nodes,100_point5,kmeans,0.79,10,17,(0.7112746194988554, 0.8687253805011447)
synthetic_10cluster_50nodes,100_point5,kmeans,0.8399999999999999,10,18,(0.7631014432291332, 0.9168985567708665)
synthetic_10cluster_50nodes,100_point5,kmeans,0.8300000000000001,10,19,(0.7817170888079028, 0.8782829111920973)
synthetic_10cluster_50nodes,100_point5,kmeans,0.8,10,20,(0.7523095396031619, 0.8476904603968382)
synthetic_10cluster_50nodes,100_point5,kmeans,0.8288,10,50,(0.7705231159857818, 0.8870768840142181)
synthetic_10cluster_50nodes,100_point5,kmeans,0.7784000000000001,10,100,(0.7368309855953702, 0.81996901440463)
synthetic_10cluster_50nodes,10_1,kmeans,0.13999999999999999,10,0.1,(0.12463508394636937, 0.1553649160536306)
synthetic_10cluster_50nodes,10_1,kmeans,0.145,10,0.5,(0.12479758694343282, 0.16520241305656716)
synthetic_10cluster_50nodes,10_1,kmeans,0.15100000000000002,10,1,(0.1321849196387039, 0.16981508036129614)
synthetic_10cluster_50nodes,10_1,kmeans,0.19119999999999998,10,2,(0.16051312494688413, 0.22188687505311583)
synthetic_10cluster_50nodes,10_1,kmeans,0.2172,10,3,(0.1847480521207771, 0.2496519478792229)
synthetic_10cluster_50nodes,10_1,kmeans,0.292,10,4,(0.2486882390728696, 0.33531176092713033)
synthetic_10cluster_50nodes,10_1,kmeans,0.26899999999999996,10,5,(0.22406834725477703, 0.3139316527452229)
synthetic_10cluster_50nodes,10_1,kmeans,0.2806,10,10,(0.24967061304826674, 0.31152938695173327)
synthetic_10cluster_50nodes,10_1,kmeans,0.25620000000000004,10,11,(0.2309695378203242, 0.2814304621796759)
synthetic_10cluster_50nodes,10_1,kmeans,0.25420000000000004,10,12,(0.23776996154214375, 0.2706300384578563)
synthetic_10cluster_50nodes,10_1,kmeans,0.2278,10,13,(0.21104102664873603, 0.24455897335126398)
synthetic_10cluster_50nodes,10_1,kmeans,0.2394,10,14,(0.21837234634343203, 0.260427653656568)
synthetic_10cluster_50nodes,10_1,kmeans,0.22379999999999994,10,15,(0.2027896592912808, 0.2448103407087191)
synthetic_10cluster_50nodes,10_1,kmeans,0.2144,10,16,(0.19381229835078634, 0.23498770164921368)
synthetic_10cluster_50nodes,10_1,kmeans,0.2266,10,17,(0.20739252276100767, 0.24580747723899232)
synthetic_10cluster_50nodes,10_1,kmeans,0.2096,10,18,(0.18961775400366315, 0.22958224599633686)
synthetic_10cluster_50nodes,10_1,kmeans,0.225,10,19,(0.2055782100430154, 0.2444217899569846)
synthetic_10cluster_50nodes,10_1,kmeans,0.2266,10,20,(0.20659216088469548, 0.2466078391153045)
synthetic_10cluster_50nodes,10_1,kmeans,0.23500000000000001,10,50,(0.23273784283725904, 0.237262157162741)
synthetic_10cluster_50nodes,10_1,kmeans,0.25260000000000005,10,100,(0.24943297997216266, 0.2557670200278374)
synthetic_10cluster_50nodes,10_point1,kmeans,0.16459999999999997,10,0.1,(0.13934611120229712, 0.18985388879770282)
synthetic_10cluster_50nodes,10_point1,kmeans,0.274,10,0.5,(0.19129863619818735, 0.3567013638018127)
synthetic_10cluster_50nodes,10_point1,kmeans,0.5835999999999999,10,1,(0.4773287883918275, 0.6898712116081723)
synthetic_10cluster_50nodes,10_point1,kmeans,0.6876,10,2,(0.603383994057486, 0.771816005942514)
synthetic_10cluster_50nodes,10_point1,kmeans,0.8257999999999999,10,3,(0.7581721357422485, 0.8934278642577512)
synthetic_10cluster_50nodes,10_point1,kmeans,0.8320000000000001,10,4,(0.7446183739039974, 0.9193816260960027)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7847999999999999,10,5,(0.713822237963636, 0.8557777620363639)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7752000000000001,10,10,(0.7183694572129995, 0.8320305427870007)
synthetic_10cluster_50nodes,10_point1,kmeans,0.8273999999999999,10,11,(0.7935965791337297, 0.8612034208662701)
synthetic_10cluster_50nodes,10_point1,kmeans,0.8210000000000001,10,12,(0.7899956984849476, 0.8520043015150526)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7956,10,13,(0.7456509870076542, 0.8455490129923457)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7611999999999999,10,14,(0.6810028505770137, 0.841397149422986)
synthetic_10cluster_50nodes,10_point1,kmeans,0.78,10,15,(0.7424484939320048, 0.8175515060679952)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7572,10,16,(0.7234292269314172, 0.7909707730685828)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7485999999999999,10,17,(0.7052302523129621, 0.7919697476870378)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7394000000000001,10,18,(0.7028363115186578, 0.7759636884813423)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7658000000000001,10,19,(0.7389197510002931, 0.7926802489997072)
synthetic_10cluster_50nodes,10_point1,kmeans,0.7422,10,20,(0.7047427939358168, 0.7796572060641831)
synthetic_10cluster_50nodes,10_point1,kmeans,0.6642,10,50,(0.6532737835059365, 0.6751262164940636)
synthetic_10cluster_50nodes,10_point1,kmeans,0.6658000000000001,10,100,(0.6537078582944574, 0.6778921417055427)
synthetic_10cluster_50nodes,20_1,kmeans,0.184,10,0.1,(0.14604486464064398, 0.22195513535935602)
synthetic_10cluster_50nodes,20_1,kmeans,0.1538,10,0.5,(0.13863698329816065, 0.16896301670183933)
synthetic_10cluster_50nodes,20_1,kmeans,0.21000000000000002,10,1,(0.1689695712242641, 0.25103042877573595)
synthetic_10cluster_50nodes,20_1,kmeans,0.43220000000000003,10,2,(0.3156664302657818, 0.5487335697342183)
synthetic_10cluster_50nodes,20_1,kmeans,0.6424,10,3,(0.5691806201124407, 0.7156193798875592)
synthetic_10cluster_50nodes,20_1,kmeans,0.7337999999999999,10,4,(0.6657329978594484, 0.8018670021405514)
synthetic_10cluster_50nodes,20_1,kmeans,0.7822000000000001,10,5,(0.7423138360430951, 0.8220861639569051)
synthetic_10cluster_50nodes,20_1,kmeans,0.8674,10,10,(0.7948162786460038, 0.9399837213539961)
synthetic_10cluster_50nodes,20_1,kmeans,0.827,10,11,(0.7773961894919837, 0.8766038105080162)
synthetic_10cluster_50nodes,20_1,kmeans,0.861,10,12,(0.8045507297033802, 0.9174492702966198)
synthetic_10cluster_50nodes,20_1,kmeans,0.8162,10,13,(0.7438284103544722, 0.8885715896455278)
synthetic_10cluster_50nodes,20_1,kmeans,0.8506,10,14,(0.8166087100813426, 0.8845912899186574)
synthetic_10cluster_50nodes,20_1,kmeans,0.8350000000000002,10,15,(0.7995723750429401, 0.8704276249570603)
synthetic_10cluster_50nodes,20_1,kmeans,0.8187999999999999,10,16,(0.7840402296032752, 0.8535597703967245)
synthetic_10cluster_50nodes,20_1,kmeans,0.825,10,17,(0.7680213746273182, 0.8819786253726817)
synthetic_10cluster_50nodes,20_1,kmeans,0.8478,10,18,(0.7870645556609538, 0.9085354443390462)
synthetic_10cluster_50nodes,20_1,kmeans,0.8198000000000001,10,19,(0.7568216818211968, 0.8827783181788034)
synthetic_10cluster_50nodes,20_1,kmeans,0.8097999999999999,10,20,(0.7479991617225162, 0.8716008382774835)
synthetic_10cluster_50nodes,20_1,kmeans,0.7562,10,50,(0.7289333155223341, 0.7834666844776659)
synthetic_10cluster_50nodes,20_1,kmeans,0.6696000000000001,10,100,(0.6422138802850514, 0.6969861197149487)
synthetic_10cluster_50nodes,20_5,kmeans,0.12879999999999997,10,0.1,(0.11847856793838787, 0.13912143206161207)
synthetic_10cluster_50nodes,20_5,kmeans,0.1342,10,0.5,(0.11934000149903073, 0.1490599985009693)
synthetic_10cluster_50nodes,20_5,kmeans,0.1256,10,1,(0.11650624075161012, 0.13469375924838986)
synthetic_10cluster_50nodes,20_5,kmeans,0.14140000000000003,10,2,(0.12501709472291653, 0.15778290527708352)
synthetic_10cluster_50nodes,20_5,kmeans,0.16979999999999998,10,3,(0.13764905954647938, 0.20195094045352058)
synthetic_10cluster_50nodes,20_5,kmeans,0.1786,10,4,(0.14927094845269143, 0.2079290515473086)
synthetic_10cluster_50nodes,20_5,kmeans,0.17179999999999998,10,5,(0.1451662548219059, 0.19843374517809406)
synthetic_10cluster_50nodes,20_5,kmeans,0.20580000000000004,10,10,(0.1748970968418696, 0.23670290315813047)
synthetic_10cluster_50nodes,20_5,kmeans,0.2024,10,11,(0.17558455697053332, 0.22921544302946667)
synthetic_10cluster_50nodes,20_5,kmeans,0.21200000000000002,10,12,(0.1823167586510016, 0.24168324134899843)
synthetic_10cluster_50nodes,20_5,kmeans,0.20939999999999998,10,13,(0.18534537426871245, 0.2334546257312875)
synthetic_10cluster_50nodes,20_5,kmeans,0.2102,10,14,(0.193756124552612, 0.22664387544738798)
synthetic_10cluster_50nodes,20_5,kmeans,0.1964,10,15,(0.17457881305948575, 0.21822118694051423)
synthetic_10cluster_50nodes,20_5,kmeans,0.2068,10,16,(0.18688159520835781, 0.2267184047916422)
synthetic_10cluster_50nodes,20_5,kmeans,0.193,10,17,(0.18433003694211436, 0.20166996305788565)
synthetic_10cluster_50nodes,20_5,kmeans,0.20980000000000004,10,18,(0.1962698541310416, 0.2233301458689585)
synthetic_10cluster_50nodes,20_5,kmeans,0.19119999999999998,10,19,(0.18123737264767395, 0.201162627352326)
synthetic_10cluster_50nodes,20_5,kmeans,0.20340000000000003,10,20,(0.19297224336614294, 0.2138277566338571)
synthetic_10cluster_50nodes,20_5,kmeans,0.1988,10,50,(0.19806118256444033, 0.19953881743555968)
synthetic_10cluster_50nodes,20_5,kmeans,0.1986,10,100,(0.19790889957119018, 0.19929110042880982)
synthetic_10cluster_50nodes,20_point1,kmeans,0.20359999999999995,10,0.1,(0.13116448582033105, 0.2760355141796689)
synthetic_10cluster_50nodes,20_point1,kmeans,0.44000000000000006,10,0.5,(0.36250923855091327, 0.5174907614490869)
synthetic_10cluster_50nodes,20_point1,kmeans,0.7112,10,1,(0.6404533277708027, 0.7819466722291974)
synthetic_10cluster_50nodes,20_point1,kmeans,0.77,10,2,(0.7021352851177702, 0.8378647148822298)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8100000000000002,10,3,(0.7572163328693771, 0.8627836671306233)
synthetic_10cluster_50nodes,20_point1,kmeans,0.7699999999999999,10,4,(0.7111066258428407, 0.8288933741571591)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8700000000000001,10,5,(0.8217170888079028, 0.9182829111920974)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8486,10,10,(0.798791200959766, 0.8984087990402341)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8480000000000001,10,11,(0.7982965638011705, 0.8977034361988296)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8558,10,12,(0.7885566199557786, 0.9230433800442214)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8835999999999998,10,13,(0.8139203367096386, 0.9532796632903611)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8526,10,14,(0.7941133324325521, 0.9110866675674479)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8512000000000001,10,15,(0.792105380558384, 0.9102946194416162)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8318000000000001,10,16,(0.773647159163761, 0.8899528408362392)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8488000000000001,10,17,(0.8015782556462514, 0.8960217443537488)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8539999999999999,10,18,(0.7686487306409667, 0.939351269359033)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8446,10,19,(0.7793841018780483, 0.9098158981219517)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8426,10,20,(0.8077301520124283, 0.8774698479875718)
synthetic_10cluster_50nodes,20_point1,kmeans,0.8048,10,50,(0.7576071627914217, 0.8519928372085782)
synthetic_10cluster_50nodes,20_point1,kmeans,0.7886,10,100,(0.7561631237979014, 0.8210368762020985)
synthetic_10cluster_50nodes,20_point5,kmeans,0.20340000000000003,10,0.1,(0.16061631411213176, 0.2461836858878683)
synthetic_10cluster_50nodes,20_point5,kmeans,0.2036,10,0.5,(0.14258304247297138, 0.26461695752702863)
synthetic_10cluster_50nodes,20_point5,kmeans,0.44420000000000004,10,1,(0.36484889211983623, 0.5235511078801638)
synthetic_10cluster_50nodes,20_point5,kmeans,0.6729999999999999,10,2,(0.6147346301290462, 0.7312653698709537)
synthetic_10cluster_50nodes,20_point5,kmeans,0.7699999999999999,10,3,(0.7021352851177701, 0.8378647148822297)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8100000000000002,10,4,(0.7388628400298495, 0.8811371599701509)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8100000000000002,10,5,(0.7572163328693771, 0.8627836671306233)
synthetic_10cluster_50nodes,20_point5,kmeans,0.7697999999999999,10,10,(0.6868941431919837, 0.8527058568080161)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8295999999999999,10,11,(0.7541772692554101, 0.9050227307445897)
synthetic_10cluster_50nodes,20_point5,kmeans,0.849,10,12,(0.7985235281600517, 0.8994764718399483)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8476000000000001,10,13,(0.7972383318868049, 0.8979616681131953)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8859999999999999,10,14,(0.8347155672072502, 0.9372844327927496)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8061999999999999,10,15,(0.7450056869686585, 0.8673943130313413)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8314,10,16,(0.7645276684637798, 0.8982723315362202)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8398000000000001,10,17,(0.7816706301314945, 0.8979293698685057)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8106,10,18,(0.765989404228875, 0.855210595771125)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8462,10,19,(0.7896895210402535, 0.9027104789597464)
synthetic_10cluster_50nodes,20_point5,kmeans,0.8390000000000001,10,20,(0.7793993253134739, 0.8986006746865263)
synthetic_10cluster_50nodes,20_point5,kmeans,0.7087999999999999,10,50,(0.6786137844645409, 0.7389862155354588)
synthetic_10cluster_50nodes,20_point5,kmeans,0.6362,10,100,(0.6266989399164878, 0.6457010600835121)
synthetic_10cluster_50nodes,30_1,kmeans,0.1648,10,0.1,(0.1359466802619153, 0.1936533197380847)
synthetic_10cluster_50nodes,30_1,kmeans,0.21880000000000002,10,0.5,(0.1568236824188262, 0.28077631758117383)
synthetic_10cluster_50nodes,30_1,kmeans,0.31439999999999996,10,1,(0.22437536580116904, 0.4044246341988309)
synthetic_10cluster_50nodes,30_1,kmeans,0.5478,10,2,(0.4421197260158707, 0.6534802739841292)
synthetic_10cluster_50nodes,30_1,kmeans,0.681,10,3,(0.6357455473728614, 0.7262544526271387)
synthetic_10cluster_50nodes,30_1,kmeans,0.8304,10,4,(0.782250108931469, 0.8785498910685311)
synthetic_10cluster_50nodes,30_1,kmeans,0.7702000000000001,10,5,(0.7114402046146666, 0.8289597953853336)
synthetic_10cluster_50nodes,30_1,kmeans,0.8700000000000001,10,10,(0.811106625842841, 0.9288933741571592)
synthetic_10cluster_50nodes,30_1,kmeans,0.8400000000000001,10,11,(0.7796758089935737, 0.9003241910064265)
