dataset,p_q,algorithm,mean_purity,num_clusters,k,ci
synthetic_3cluster_20nodes,50_10,kmeans,0.42666666666666675,3,0.5,(0.3933212154416587, 0.4600121178916748)
synthetic_3cluster_20nodes,50_10,kmeans,0.5216666666666667,3,1,(0.46658412756051254, 0.576749205772821)
synthetic_3cluster_20nodes,50_10,kmeans,0.5900000000000001,3,2,(0.5077425958453248, 0.6722574041546754)
synthetic_3cluster_20nodes,50_10,kmeans,0.7783333333333333,3,3,(0.6684769318664591, 0.8881897348002076)
synthetic_3cluster_20nodes,50_10,kmeans,0.8683333333333332,3,4,(0.7466875978606669, 0.9899790688059995)
synthetic_3cluster_20nodes,50_10,kmeans,0.7933333333333333,3,5,(0.6904328838477941, 0.8962337828188726)
synthetic_3cluster_20nodes,50_10,kmeans,0.9333333333333332,3,10,(0.8327930149892891, 1.0338736516773772)
synthetic_3cluster_20nodes,50_10,kmeans,0.9,3,11,(0.7848165951983652, 1.0151834048016348)
synthetic_3cluster_20nodes,50_10,kmeans,0.9,3,12,(0.7848165951983652, 1.0151834048016348)
synthetic_3cluster_20nodes,50_10,kmeans,0.9666666666666666,3,13,(0.8912614279086335, 1.0420719054246996)
synthetic_3cluster_20nodes,50_10,kmeans,1.0,3,14,(nan, nan)
synthetic_3cluster_20nodes,50_10,kmeans,1.0,3,15,(nan, nan)
synthetic_3cluster_20nodes,50_10,kmeans,0.9333333333333332,3,16,(0.8327930149892891, 1.0338736516773772)
synthetic_3cluster_20nodes,50_10,kmeans,0.9333333333333332,3,17,(0.8327930149892891, 1.0338736516773772)
synthetic_3cluster_20nodes,50_10,kmeans,0.9666666666666666,3,18,(0.8912614279086335, 1.0420719054246996)
synthetic_3cluster_20nodes,50_10,kmeans,0.9666666666666666,3,19,(0.8912614279086335, 1.0420719054246996)
synthetic_3cluster_20nodes,50_10,kmeans,0.9666666666666666,3,20,(0.8912614279086335, 1.0420719054246996)
synthetic_3cluster_20nodes,50_10,kmeans,0.8366666666666667,3,50,(0.7452081281394891, 0.9281252051938442)
synthetic_3cluster_20nodes,50_10,kmeans,0.6833333333333333,3,100,(0.6655601481124014, 0.7011065185542653)
synthetic_3cluster_20nodes,50_5,kmeans,0.5283333333333333,3,0.1,(0.44383122932373364, 0.612835437342933)
synthetic_3cluster_20nodes,50_5,kmeans,0.5633333333333334,3,0.5,(0.4406082345843188, 0.6860584320823478)
synthetic_3cluster_20nodes,50_5,kmeans,0.8216666666666667,3,1,(0.707717122259267, 0.9356162110740663)
synthetic_3cluster_20nodes,50_5,kmeans,0.8383333333333333,3,2,(0.7163504847519065, 0.96031618191476)
synthetic_3cluster_20nodes,50_5,kmeans,0.9016666666666666,3,3,(0.7883565124053601, 1.014976820927973)
synthetic_3cluster_20nodes,50_5,kmeans,0.9666666666666666,3,4,(0.8912614279086335, 1.0420719054246996)
synthetic_3cluster_20nodes,50_5,kmeans,0.8666666666666668,3,5,(0.7435304274067212, 0.9898029059266125)
synthetic_3cluster_20nodes,50_5,kmeans,0.8383333333333333,3,10,(0.7325791474722625, 0.944087519194404)
synthetic_3cluster_20nodes,50_5,kmeans,0.78,3,11,(0.6753341966290463, 0.8846658033709538)
synthetic_3cluster_20nodes,50_5,kmeans,0.8933333333333333,3,12,(0.8078740627408958, 0.9787926039257708)
synthetic_3cluster_20nodes,50_5,kmeans,0.8366666666666667,3,13,(0.7320008632957129, 0.9413324700376204)
synthetic_3cluster_20nodes,50_5,kmeans,0.865,3,14,(0.7670941059186105, 0.9629058940813895)
synthetic_3cluster_20nodes,50_5,kmeans,0.8366666666666667,3,15,(0.7320008632957129, 0.9413324700376204)
synthetic_3cluster_20nodes,50_5,kmeans,0.865,3,16,(0.7670941059186105, 0.9629058940813895)
synthetic_3cluster_20nodes,50_5,kmeans,0.865,3,17,(0.7670941059186105, 0.9629058940813895)
synthetic_3cluster_20nodes,50_5,kmeans,0.78,3,18,(0.6753341966290463, 0.8846658033709538)
synthetic_3cluster_20nodes,50_5,kmeans,0.8933333333333333,3,19,(0.8078740627408958, 0.9787926039257708)
synthetic_3cluster_20nodes,50_5,kmeans,0.8083333333333333,3,20,(0.7015092450927866, 0.9151574215738801)
synthetic_3cluster_20nodes,50_5,kmeans,0.8366666666666667,3,50,(0.7320008632957129, 0.9413324700376204)
synthetic_3cluster_20nodes,50_5,kmeans,0.8933333333333333,3,100,(0.8078740627408958, 0.9787926039257708)
synthetic_3cluster_20nodes,50_point1,kmeans,0.7133333333333334,3,0.1,(0.5840891549343716, 0.8425775117322951)
synthetic_3cluster_20nodes,50_point1,kmeans,0.7433333333333334,3,0.5,(0.6457910875088994, 0.8408755791577674)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8333333333333333,3,1,(0.7076579354032781, 0.9590087312633884)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8999999999999998,3,2,(0.784816595198365, 1.0151834048016346)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8333333333333334,3,3,(0.7076579354032783, 0.9590087312633885)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666666,3,4,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666666,3,5,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666668,3,10,(0.7435304274067212, 0.9898029059266125)
synthetic_3cluster_20nodes,50_point1,kmeans,0.9,3,11,(0.7848165951983652, 1.0151834048016348)
synthetic_3cluster_20nodes,50_point1,kmeans,0.7666666666666667,3,12,(0.6514832618650319, 0.8818500714683015)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8333333333333334,3,13,(0.7076579354032783, 0.9590087312633885)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8333333333333334,3,14,(0.7076579354032783, 0.9590087312633885)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8,3,15,(0.6768637607400544, 0.9231362392599457)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8,3,16,(0.6768637607400544, 0.9231362392599457)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666666,3,17,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,50_point1,kmeans,0.9333333333333332,3,18,(0.8327930149892891, 1.0338736516773772)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666666,3,19,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666668,3,20,(0.7435304274067212, 0.9898029059266125)
synthetic_3cluster_20nodes,50_point1,kmeans,0.9333333333333332,3,50,(0.8327930149892891, 1.0338736516773772)
synthetic_3cluster_20nodes,50_point1,kmeans,0.8666666666666668,3,100,(0.7435304274067212, 0.9898029059266125)
synthetic_3cluster_20nodes,70_1,kmeans,0.7033333333333334,3,0.1,(0.5892798803863871, 0.8173867862802796)
synthetic_3cluster_20nodes,70_1,kmeans,0.7350000000000001,3,0.5,(0.6072739717183919, 0.8627260282816083)
synthetic_3cluster_20nodes,70_1,kmeans,0.8683333333333334,3,1,(0.7466875978606671, 0.9899790688059997)
synthetic_3cluster_20nodes,70_1,kmeans,0.8333333333333333,3,2,(0.7076579354032781, 0.9590087312633884)
synthetic_3cluster_20nodes,70_1,kmeans,0.8333333333333333,3,3,(0.7076579354032781, 0.9590087312633884)
synthetic_3cluster_20nodes,70_1,kmeans,0.8,3,4,(0.6768637607400544, 0.9231362392599457)
synthetic_3cluster_20nodes,70_1,kmeans,0.8666666666666666,3,5,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,70_1,kmeans,0.8999999999999998,3,10,(0.784816595198365, 1.0151834048016346)
synthetic_3cluster_20nodes,70_1,kmeans,0.9099999999999998,3,11,(0.8169322976771697, 1.00306770232283)
synthetic_3cluster_20nodes,70_1,kmeans,0.8283333333333334,3,12,(0.7059626620844245, 0.9507040045822422)
synthetic_3cluster_20nodes,70_1,kmeans,0.805,3,13,(0.7004474345756172, 0.9095525654243829)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,14,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,15,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,16,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,17,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,18,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,19,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,20,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,50,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_1,kmeans,0.6666666666666667,3,100,(0.6666666666666666, 0.6666666666666669)
synthetic_3cluster_20nodes,70_10,kmeans,0.4416666666666666,3,0.1,(0.35293413957557374, 0.5303991937577595)
synthetic_3cluster_20nodes,70_10,kmeans,0.51,3,0.5,(0.4183000091312279, 0.6016999908687721)
synthetic_3cluster_20nodes,70_10,kmeans,0.5850000000000001,3,1,(0.45325645187275365, 0.7167435481272465)
synthetic_3cluster_20nodes,70_10,kmeans,0.9066666666666666,3,2,(0.7991131941317995, 1.0142201392015338)
synthetic_3cluster_20nodes,70_10,kmeans,0.8350000000000002,3,3,(0.7105305884682486, 0.9594694115317518)
synthetic_3cluster_20nodes,70_10,kmeans,0.8666666666666666,3,4,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,70_10,kmeans,0.8666666666666668,3,5,(0.7435304274067212, 0.9898029059266125)
synthetic_3cluster_20nodes,70_10,kmeans,0.9,3,10,(0.7848165951983652, 1.0151834048016348)
synthetic_3cluster_20nodes,70_10,kmeans,0.8666666666666666,3,11,(0.7435304274067209, 0.9898029059266122)
synthetic_3cluster_20nodes,70_10,kmeans,0.9,3,12,(0.7848165951983652, 1.0151834048016348)
synthetic_3cluster_20nodes,70_10,kmeans,0.9333333333333332,3,13,(0.8327930149892891, 1.0338736516773772)
synthetic_3cluster_20nodes,70_10,kmeans,0.8999999999999998,3,14,(0.784816595198365, 1.0151834048016346)
synthetic_3cluster_20nodes,70_10,kmeans,1.0,3,15,(nan, nan)
synthetic_3cluster_20nodes,70_10,kmeans,0.8333333333333333,3,16,(0.7076579354032781, 0.9590087312633884)
synthetic_3cluster_20nodes,70_10,kmeans,0.8666666666666668,3,17,(0.7435304274067212, 0.9898029059266125)
synthetic_3cluster_20nodes,70_10,kmeans,0.8916666666666666,3,18,(0.780495428627699, 1.0028379047056342)
synthetic_3cluster_20nodes,70_10,kmeans,0.8950000000000001,3,19,(0.8036710735250879, 0.9863289264749123)
synthetic_3cluster_20nodes,70_10,kmeans,0.8633333333333333,3,20,(0.7628244387495017, 0.9638422279171649)
synthetic_3cluster_20nodes,70_10,kmeans,0.75,3,50,(0.7182063597354412, 0.7817936402645588)
synthetic_3cluster_20nodes,70_10,kmeans,0.75,3,100,(0.7182063597354412, 0.7817936402645588)
synthetic_3cluster_20nodes,70_20,kmeans,0.4699999999999999,3,0.1,(0.3993977134823283, 0.5406022865176716)
synthetic_3cluster_20nodes,70_20,kmeans,0.49000000000000005,3,0.5,(0.39021658314864693, 0.5897834168513532)
synthetic_3cluster_20nodes,70_20,kmeans,0.44666666666666666,3,1,(0.37517514754249065, 0.5181581857908426)
synthetic_3cluster_20nodes,70_20,kmeans,0.6433333333333333,3,2,(0.48755666244584106, 0.7991100042208256)
synthetic_3cluster_20nodes,70_20,kmeans,0.6783333333333335,3,3,(0.5329567176642004, 0.8237099490024665)
synthetic_3cluster_20nodes,70_20,kmeans,0.8399999999999999,3,4,(0.680416985797984, 0.9995830142020157)
synthetic_3cluster_20nodes,70_20,kmeans,0.9650000000000001,3,5,(0.8940295549531252, 1.035970445046875)
synthetic_3cluster_20nodes,70_20,kmeans,0.8866666666666665,3,10,(0.7697412589649778, 1.0035920743683553)
synthetic_3cluster_20nodes,70_20,kmeans,0.8950000000000001,3,11,(0.7740574249582837, 1.0159425750417166)
synthetic_3cluster_20nodes,70_20,kmeans,0.9233333333333335,3,12,(0.8198207401405966, 1.0268459265260703)
synthetic_3cluster_20nodes,70_20,kmeans,0.9550000000000001,3,13,(0.8775182887668451, 1.032481711233155)
synthetic_3cluster_20nodes,70_20,kmeans,0.9533333333333334,3,14,(0.8765169770742247, 1.030149689592442)
synthetic_3cluster_20nodes,70_20,kmeans,0.8566666666666667,3,15,(0.7341476555504658, 0.9791856777828676)
synthetic_3cluster_20nodes,70_20,kmeans,0.8816666666666668,3,16,(0.7668334581296397, 0.996499875203694)
synthetic_3cluster_20nodes,70_20,kmeans,0.9166666666666664,3,17,(0.8156561650017851, 1.0176771683315478)
synthetic_3cluster_20nodes,70_20,kmeans,0.8150000000000001,3,18,(0.6904037600151984, 0.9395962399848017)
synthetic_3cluster_20nodes,70_20,kmeans,0.9783333333333333,3,19,(0.9685177709738068, 0.9881488956928598)
synthetic_3cluster_20nodes,70_20,kmeans,0.78,3,20,(0.6598764068254689, 0.9001235931745312)
synthetic_3cluster_20nodes,70_20,kmeans,0.7433333333333334,3,50,(0.6719744926763512, 0.8146921739903156)
synthetic_3cluster_20nodes,70_20,kmeans,0.7533333333333333,3,100,(0.7000730545712011, 0.8065936120954655)
